ICD9_CODE,LONG_TITLE
29281,Drug-induced delirium
29282,Drug-induced persisting dementia
29284,Drug-induced mood disorder
29285,Drug induced sleep disorders
29289,Other specified drug-induced mental disorders
2929,Unspecified drug-induced mental disorder
2930,Delirium due to conditions classified elsewhere
2931,Subacute delirium
29381,Psychotic disorder with delusions in conditions classified elsewhere
29382,Psychotic disorder with hallucinations in conditions classified elsewhere
29383,Mood disorder in conditions classified elsewhere
29384,Anxiety disorder in conditions classified elsewhere
29389,"Other specified transient mental disorders due to conditions classified elsewhere, other"
2939,Unspecified transient mental disorder in conditions classified elsewhere
2940,Amnestic disorder in conditions classified elsewhere
29410,Dementia in conditions classified elsewhere without behavioral disturbance
29411,Dementia in conditions classified elsewhere with behavioral disturbance
29420,"Dementia, unspecified, without behavioral disturbance"
29421,"Dementia, unspecified, with behavioral disturbance"
2948,Other persistent mental disorders due to conditions classified elsewhere
2949,Unspecified persistent mental disorders due to conditions classified elsewhere
29502,"Simple type schizophrenia, chronic"
29512,"Disorganized type schizophrenia, chronic"
29520,"Catatonic type schizophrenia, unspecified"
29522,"Catatonic type schizophrenia, chronic"
29524,"Catatonic type schizophrenia, chronic with acute exacerbation"
29530,"Paranoid type schizophrenia, unspecified"
29532,"Paranoid type schizophrenia, chronic"
29540,"Schizophreniform disorder, unspecified"
29544,"Schizophreniform disorder, chronic with acute exacerbation"
29560,"Schizophrenic disorders, residual type, unspecified"
29562,"Schizophrenic disorders, residual type, chronic"
29564,"Schizophrenic disorders, residual type, chronic with acute exacerbation"
29570,"Schizoaffective disorder, unspecified"
29572,"Schizoaffective disorder, chronic"
29573,"Schizoaffective disorder, subchronic with acute exacerbation"
29574,"Schizoaffective disorder, chronic with acute exacerbation"
29575,"Schizoaffective disorder, in remission"
29580,"Other specified types of schizophrenia, unspecified"
29590,"Unspecified schizophrenia, unspecified"
29592,"Unspecified schizophrenia, chronic"
29600,"Bipolar I disorder, single manic episode, unspecified"
29604,"Bipolar I disorder, single manic episode, severe, specified as with psychotic behavior"
29614,"Manic affective disorder, recurrent episode, severe, specified as with psychotic behavior"
29620,"Major depressive affective disorder, single episode, unspecified"
29621,"Major depressive affective disorder, single episode, mild"
29622,"Major depressive affective disorder, single episode, moderate"
29623,"Major depressive affective disorder, single episode, severe, without mention of psychotic behavior"
29624,"Major depressive affective disorder, single episode, severe, specified as with psychotic behavior"
29625,"Major depressive affective disorder, single episode, in partial or unspecified remission"
29630,"Major depressive affective disorder, recurrent episode, unspecified"
29631,"Major depressive affective disorder, recurrent episode, mild"
29632,"Major depressive affective disorder, recurrent episode, moderate"
29633,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior"
29634,"Major depressive affective disorder, recurrent episode, severe, specified as with psychotic behavior"
29640,"Bipolar I disorder, most recent episode (or current) manic, unspecified"
29644,"Bipolar I disorder, most recent episode (or current) manic, severe, specified as with psychotic behavior"
29650,"Bipolar I disorder, most recent episode (or current) depressed, unspecified"
29651,"Bipolar I disorder, most recent episode (or current) depressed, mild"
29653,"Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior"
29654,"Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior"
2967,"Bipolar I disorder, most recent episode (or current) unspecified"
29680,"Bipolar disorder, unspecified"
29681,Atypical manic disorder
29689,Other bipolar disorders
29690,Unspecified episodic mood disorder
29699,Other specified episodic mood disorder
2971,Delusional disorder
2972,Paraphrenia
2978,Other specified paranoid states
2979,Unspecified paranoid state
2980,Depressive type psychosis
2982,Reactive confusion
2984,Psychogenic paranoid psychosis
2989,Unspecified psychosis
29900,"Autistic disorder, current or active state"
29980,"Other specified pervasive developmental disorders, current or active state"
29990,"Unspecified pervasive developmental disorder, current or active state"
30000,"Anxiety state, unspecified"
30001,Panic disorder without agoraphobia
30002,Generalized anxiety disorder
30009,Other anxiety states
30011,Conversion disorder
30012,Dissociative amnesia
30014,Dissociative identity disorder
30015,"Dissociative disorder or reaction, unspecified"
30016,Factitious disorder with predominantly psychological signs and symptoms
30021,Agoraphobia with panic disorder
30022,Agoraphobia without mention of panic attacks
30029,Other isolated or specific phobias
3003,Obsessive-compulsive disorders
3004,Dysthymic disorder
3007,Hypochondriasis
30089,Other somatoform disorders
3009,Unspecified nonpsychotic mental disorder
3010,Paranoid personality disorder
30113,Cyclothymic disorder
30120,"Schizoid personality disorder, unspecified"
30122,Schizotypal personality disorder
3013,Explosive personality disorder
3014,Obsessive-compulsive personality disorder
30150,"Histrionic personality disorder, unspecified"
30151,Chronic factitious illness with physical symptoms
3017,Antisocial personality disorder
30181,Narcissistic personality disorder
30183,Borderline personality disorder
3019,Unspecified personality disorder
30250,Trans-sexualism with unspecified sexual history
30285,Gender identity disorder in adolescents or adults
3029,Unspecified psychosexual disorder
30300,"Acute alcoholic intoxication in alcoholism, unspecified"
30301,"Acute alcoholic intoxication in alcoholism, continuous"
30302,"Acute alcoholic intoxication in alcoholism, episodic"
30303,"Acute alcoholic intoxication in alcoholism, in remission"
30390,"Other and unspecified alcohol dependence, unspecified"
30391,"Other and unspecified alcohol dependence, continuous"
30392,"Other and unspecified alcohol dependence, episodic"
30393,"Other and unspecified alcohol dependence, in remission"
30400,"Opioid type dependence, unspecified"
30401,"Opioid type dependence, continuous"
30402,"Opioid type dependence, episodic"
30403,"Opioid type dependence, in remission"
30410,"Sedative, hypnotic or anxiolytic dependence, unspecified"
30411,"Sedative, hypnotic or anxiolytic dependence, continuous"
30420,"Cocaine dependence, unspecified"
30421,"Cocaine dependence, continuous"
30422,"Cocaine dependence, episodic"
30423,"Cocaine dependence, in remission"
30430,"Cannabis dependence, unspecified"
30431,"Cannabis dependence, continuous"
30440,"Amphetamine and other psychostimulant dependence, unspecified"
30441,"Amphetamine and other psychostimulant dependence, continuous"
30443,"Amphetamine and other psychostimulant dependence, in remission"
30460,"Other specified drug dependence, unspecified"
30461,"Other specified drug dependence, continuous"
30470,"Combinations of opioid type drug with any other drug dependence, unspecified"
30471,"Combinations of opioid type drug with any other drug dependence, continuous"
30472,"Combinations of opioid type drug with any other drug dependence, episodic"
30473,"Combinations of opioid type drug with any other drug dependence, in remission"
30480,"Combinations of drug dependence excluding opioid type drug, unspecified"
30481,"Combinations of drug dependence excluding opioid type drug, continuous"
30483,"Combinations of drug dependence excluding opioid type drug, in remission"
30490,"Unspecified drug dependence, unspecified"
30491,"Unspecified drug dependence, continuous"
30493,"Unspecified drug dependence, in remission"
30500,"Alcohol abuse, unspecified"
30501,"Alcohol abuse, continuous"
30502,"Alcohol abuse, episodic"
30503,"Alcohol abuse, in remission"
3051,Tobacco use disorder
30520,"Cannabis abuse, unspecified"
30521,"Cannabis abuse, continuous"
30522,"Cannabis abuse, episodic"
30523,"Cannabis abuse, in remission"
30530,"Hallucinogen abuse, unspecified"
30531,"Hallucinogen abuse, continuous"
30540,"Sedative, hypnotic or anxiolytic abuse, unspecified"
30541,"Sedative, hypnotic or anxiolytic abuse, continuous"
30543,"Sedative, hypnotic or anxiolytic abuse, in remission"
30550,"Opioid abuse, unspecified"
30551,"Opioid abuse, continuous"
30552,"Opioid abuse, episodic"
30553,"Opioid abuse, in remission"
30560,"Cocaine abuse, unspecified"
30561,"Cocaine abuse, continuous"
30562,"Cocaine abuse, episodic"
30563,"Cocaine abuse, in remission"
30570,"Amphetamine or related acting sympathomimetic abuse, unspecified"
30571,"Amphetamine or related acting sympathomimetic abuse, continuous"
30573,"Amphetamine or related acting sympathomimetic abuse, in remission"
30580,"Antidepressant type abuse, unspecified"
30583,"Antidepressant type abuse, in remission"
30590,"Other, mixed, or unspecified drug abuse, unspecified"
30591,"Other, mixed, or unspecified drug abuse, continuous"
30592,"Other, mixed, or unspecified drug abuse, episodic"
30593,"Other, mixed, or unspecified drug abuse, in remission"
3060,Musculoskeletal malfunction arising from mental factors
3061,Respiratory malfunction arising from mental factors
3062,Cardiovascular malfunction arising from mental factors
3068,Other specified psychophysiological malfunction
3069,Unspecified psychophysiological malfunction
3071,Anorexia nervosa
30723,Tourette's disorder
30742,Persistent disorder of initiating or maintaining sleep
30747,Other dysfunctions of sleep stages or arousal from sleep
30749,Other specific disorders of sleep of nonorganic origin
30750,"Eating disorder, unspecified"
30751,Bulimia nervosa
30752,Pica
30759,Other disorders of eating
3076,Enuresis
30781,Tension headache
30789,Other pain disorders related to psychological factors
3079,"Other and unspecified special symptoms or syndromes, not elsewhere classified"
3080,Predominant disturbance of emotions
3081,Predominant disturbance of consciousness
3082,Predominant psychomotor disturbance
3083,Other acute reactions to stress
3089,Unspecified acute reaction to stress
3090,Adjustment disorder with depressed mood
3091,Prolonged depressive reaction
30924,Adjustment disorder with anxiety
30928,Adjustment disorder with mixed anxiety and depressed mood
3093,Adjustment disorder with disturbance of conduct
3094,Adjustment disorder with mixed disturbance of emotions and conduct
30981,Posttraumatic stress disorder
30989,Other specified adjustment reactions
3099,Unspecified adjustment reaction
3100,Frontal lobe syndrome
3101,Personality change due to conditions classified elsewhere
3102,Postconcussion syndrome
3109,Unspecified nonpsychotic mental disorder following organic brain damage
311,"Depressive disorder, not elsewhere classified"
31230,"Impulse control disorder, unspecified"
31234,Intermittent explosive disorder
31239,Other disorders of impulse control
31289,Other conduct disorder
3129,Unspecified disturbance of conduct
31381,Oppositional defiant disorder
31400,Attention deficit disorder without mention of hyperactivity
31401,Attention deficit disorder with hyperactivity
3152,Other specific developmental learning difficulties
31531,Expressive language disorder
31539,Other developmental speech or language disorder
3154,Developmental coordination disorder
3158,Other specified delays in development
3159,Unspecified delay in development
316,Psychic factors associated with diseases classified elsewhere
317,Mild intellectual disabilities
3180,Moderate intellectual disabilities
3181,Severe intellectual disabilities
3182,Profound intellectual disabilities
319,Unspecified intellectual disabilities
3200,Hemophilus meningitis
3201,Pneumococcal meningitis
3202,Streptococcal meningitis
3203,Staphylococcal meningitis
3207,Meningitis in other bacterial diseases classified elsewhere
32082,"Meningitis due to gram-negative bacteria, not elsewhere classified"
32089,Meningitis due to other specified bacteria
3209,Meningitis due to unspecified bacterium
3210,Cryptococcal meningitis
3212,Meningitis due to viruses not elsewhere classified
3220,Nonpyogenic meningitis
3221,Eosinophilic meningitis
3222,Chronic meningitis
3229,"Meningitis, unspecified"
32341,Other encephalitis and encephalomyelitis due to other infections classified elsewhere
32351,Encephalitis and encephalomyelitis following immunization procedures
32361,Infectious acute disseminated encephalomyelitis (ADEM)
32362,Other postinfectious encephalitis and encephalomyelitis
32372,Toxic myelitis
32381,Other causes of encephalitis and encephalomyelitis
32382,Other causes of myelitis
3239,"Unspecified causes of encephalitis, myelitis, and encephalomyelitis"
3240,Intracranial abscess
3241,Intraspinal abscess
3249,Intracranial and intraspinal abscess of unspecified site
325,Phlebitis and thrombophlebitis of intracranial venous sinuses
326,Late effects of intracranial abscess or pyogenic infection
32713,Recurrent hypersomnia
32719,Other organic hypersomnia
32720,"Organic sleep apnea, unspecified"
32721,Primary central sleep apnea
32723,Obstructive sleep apnea (adult)(pediatric)
32724,Idiopathic sleep related non-obstructive alveolar hypoventilation
32725,Congenital central alveolar hypoventilation syndrome
32726,Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere
32727,Central sleep apnea in conditions classified elsewhere
32737,Circadian rhythm sleep disorder in conditions classified elsewhere
32742,REM sleep behavior disorder
3300,Leukodystrophy
3301,Cerebral lipidoses
3308,Other specified cerebral degenerations in childhood
3310,Alzheimer's disease
33119,Other frontotemporal dementia
3313,Communicating hydrocephalus
3314,Obstructive hydrocephalus
3315,Idiopathic normal pressure hydrocephalus (INPH)
33182,Dementia with lewy bodies
33183,"Mild cognitive impairment, so stated"
33189,Other cerebral degeneration
3319,"Cerebral degeneration, unspecified"
3320,Paralysis agitans
3321,Secondary parkinsonism
3330,Other degenerative diseases of the basal ganglia
3331,Essential and other specified forms of tremor
3332,Myoclonus
3334,Huntington's chorea
3335,Other choreas
3336,Genetic torsion dystonia
33372,Acute dystonia due to drugs
33379,Other acquired torsion dystonia
33381,Blepharospasm
33382,Orofacial dyskinesia
33384,Organic writers' cramp
33385,Subacute dyskinesia due to drugs
33390,Unspecified extrapyramidal disease and abnormal movement disorder
33391,Stiff-man syndrome
33392,Neuroleptic malignant syndrome
33394,Restless legs syndrome (RLS)
33399,Other extrapyramidal diseases and abnormal movement disorders
3340,Friedreich's ataxia
3341,Hereditary spastic paraplegia
3342,Primary cerebellar degeneration
3343,Other cerebellar ataxia
3344,Cerebellar ataxia in diseases classified elsewhere
3348,Other spinocerebellar diseases
3349,"Spinocerebellar disease, unspecified"
33510,"Spinal muscular atrophy, unspecified"
33511,Kugelberg-Welander disease
33520,Amyotrophic lateral sclerosis
33521,Progressive muscular atrophy
33522,Progressive bulbar palsy
33523,Pseudobulbar palsy
3360,Syringomyelia and syringobulbia
3361,Vascular myelopathies
3363,Myelopathy in other diseases classified elsewhere
3368,Other myelopathy
3369,Unspecified disease of spinal cord
33701,Carotid sinus syndrome
33709,Other idiopathic peripheral autonomic neuropathy
3371,Peripheral autonomic neuropathy in disorders classified elsewhere
33720,"Reflex sympathetic dystrophy, unspecified"
33721,Reflex sympathetic dystrophy of the upper limb
33722,Reflex sympathetic dystrophy of the lower limb
33729,Reflex sympathetic dystrophy of other specified site
3373,Autonomic dysreflexia
3379,Unspecified disorder of autonomic nervous system
3380,Central pain syndrome
33811,Acute pain due to trauma
33812,Acute post-thoracotomy pain
33818,Other acute postoperative pain
33819,Other acute pain
33821,Chronic pain due to trauma
33822,Chronic post-thoracotomy pain
33828,Other chronic postoperative pain
33829,Other chronic pain
3383,Neoplasm related pain (acute) (chronic)
3384,Chronic pain syndrome
33900,"Cluster headache syndrome, unspecified"
33902,Chronic cluster headache
33912,Chronic tension type headache
33920,"Post-traumatic headache, unspecified"
3393,"Drug induced headache, not elsewhere classified"
33989,Other headache syndromes
340,Multiple sclerosis
3410,Neuromyelitis optica
3411,Schilder's disease
34120,Acute (transverse) myelitis NOS
3418,Other demyelinating diseases of central nervous system
3419,"Demyelinating disease of central nervous system, unspecified"
34200,Flaccid hemiplegia and hemiparesis affecting unspecified side
34201,Flaccid hemiplegia and hemiparesis affecting dominant side
34202,Flaccid hemiplegia and hemiparesis affecting nondominant side
34210,Spastic hemiplegia and hemiparesis affecting unspecified side
34211,Spastic hemiplegia and hemiparesis affecting dominant side
34212,Spastic hemiplegia and hemiparesis affecting nondominant side
34280,Other specified hemiplegia and hemiparesis affecting unspecified side
34281,Other specified hemiplegia and hemiparesis affecting dominant side
34282,Other specified hemiplegia and hemiparesis affecting nondominant side
34290,"Hemiplegia, unspecified, affecting unspecified side"
34291,"Hemiplegia, unspecified, affecting dominant side"
34292,"Hemiplegia, unspecified, affecting nondominant side"
3430,Congenital diplegia
3431,Congenital hemiplegia
3432,Congenital quadriplegia
3434,Infantile hemiplegia
3438,Other specified infantile cerebral palsy
3439,"Infantile cerebral palsy, unspecified"
34400,"Quadriplegia, unspecified"
34401,"Quadriplegia, C1-C4, complete"
34402,"Quadriplegia, C1-C4, incomplete"
34403,"Quadriplegia, C5-C7, complete"
34404,"Quadriplegia, C5-C7, incomplete"
34409,Other quadriplegia
3441,Paraplegia
3442,Diplegia of upper limbs
34430,Monoplegia of lower limb affecting unspecified side
34431,Monoplegia of lower limb affecting dominant side
34440,Monoplegia of upper limb affecting unspecified side
34441,Monoplegia of upper limb affecting dominant side
34442,Monoplegia of upper limb affecting nondominant sde
3445,Unspecified monoplegia
34460,Cauda equina syndrome without mention of neurogenic bladder
34461,Cauda equina syndrome with neurogenic bladder
34481,Locked-in state
34489,Other specified paralytic syndrome
3449,"Paralysis, unspecified"
34500,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy"
34501,"Generalized nonconvulsive epilepsy, with intractable epilepsy"
34510,"Generalized convulsive epilepsy, without mention of intractable epilepsy"
34511,"Generalized convulsive epilepsy, with intractable epilepsy"
3452,Petit mal status
3453,Grand mal status
34540,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy"
34541,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy"
34550,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy"
34551,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy"
34570,"Epilepsia partialis continua, without mention of intractable epilepsy"
34571,"Epilepsia partialis continua, with intractable epilepsy"
34580,"Other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy"
34581,"Other forms of epilepsy and recurrent seizures, with intractable epilepsy"
34590,"Epilepsy, unspecified, without mention of intractable epilepsy"
34591,"Epilepsy, unspecified, with intractable epilepsy"
34600,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus"
34620,"Variants of migraine, not elsewhere classified, without mention of intractable migraine without mention of status migrainosus"
34670,"Chronic migraine without aura, without mention of intractable migraine without mention of status migrainosus"
34680,"Other forms of migraine, without mention of intractable migraine without mention of status migrainosus"
34690,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus"
34691,"Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus"
34693,"Migraine, unspecified, with intractable migraine, so stated, with status migrainosus"
34700,"Narcolepsy, without cataplexy"
34701,"Narcolepsy, with cataplexy"
34710,"Narcolepsy in conditions classified elsewhere, without cataplexy"
3480,Cerebral cysts
3481,Anoxic brain damage
3482,Benign intracranial hypertension
34830,"Encephalopathy, unspecified"
34831,Metabolic encephalopathy
34839,Other encephalopathy
3484,Compression of brain
3485,Cerebral edema
34881,Temporal sclerosis
34882,Brain death
34889,Other conditions of brain
3489,Unspecified condition of brain
3490,Reaction to spinal or lumbar puncture
3491,Nervous system complications from surgically implanted device
3492,"Disorders of meninges, not elsewhere classified"
34931,Accidental puncture or laceration of dura during a procedure
34939,Other dural tear
34981,Cerebrospinal fluid rhinorrhea
34982,Toxic encephalopathy
34989,Other specified disorders of nervous system
3499,Unspecified disorders of nervous system
3501,Trigeminal neuralgia
3502,Atypical face pain
3509,"Trigeminal nerve disorder, unspecified"
3510,Bell's palsy
3518,Other facial nerve disorders
3519,"Facial nerve disorder, unspecified"
3522,Other disorders of glossopharyngeal [9th] nerve
3523,Disorders of pneumogastric [10th] nerve
3524,Disorders of accessory [11th] nerve
3526,Multiple cranial nerve palsies
3529,Unspecified disorder of cranial nerves
3530,Brachial plexus lesions
3536,Phantom limb (syndrome)
3540,Carpal tunnel syndrome
3541,Other lesion of median nerve
3542,Lesion of ulnar nerve
3543,Lesion of radial nerve
3545,Mononeuritis multiplex
3548,Other mononeuritis of upper limb
3549,"Mononeuritis of upper limb, unspecified"
3550,Lesion of sciatic nerve
3551,Meralgia paresthetica
3552,Other lesion of femoral nerve
3553,Lesion of lateral popliteal nerve
3555,Tarsal tunnel syndrome
3556,Lesion of plantar nerve
35571,Causalgia of lower limb
35579,Other mononeuritis of lower limb
3558,"Mononeuritis of lower limb, unspecified"
3559,Mononeuritis of unspecified site
3561,Peroneal muscular atrophy
3562,Hereditary sensory neuropathy
3568,Other specified idiopathic peripheral neuropathy
3569,Unspecified hereditary and idiopathic peripheral neuropathy
3570,Acute infective polyneuritis
3571,Polyneuropathy in collagen vascular disease
3572,Polyneuropathy in diabetes
3573,Polyneuropathy in malignant disease
3574,Polyneuropathy in other diseases classified elsewhere
3575,Alcoholic polyneuropathy
3576,Polyneuropathy due to drugs
3577,Polyneuropathy due to other toxic agents
35781,Chronic inflammatory demyelinating polyneuritis
35782,Critical illness polyneuropathy
35789,Other inflammatory and toxic neuropathy
35800,Myasthenia gravis without (acute) exacerbation
35801,Myasthenia gravis with (acute) exacerbation
3581,Myasthenic syndromes in diseases classified elsewhere
3588,Other specified myoneural disorders
3589,"Myoneural disorders, unspecified"
3590,Congenital hereditary muscular dystrophy
3591,Hereditary progressive muscular dystrophy
35921,Myotonic muscular dystrophy
35922,Myotonia congenita
3593,Periodic paralysis
3594,Toxic myopathy
3595,Myopathy in endocrine diseases classified elsewhere
35971,Inclusion body myositis
35981,Critical illness myopathy
35989,Other myopathies
3599,"Myopathy, unspecified"
36000,"Purulent endophthalmitis, unspecified"
36001,Acute endophthalmitis
36002,Panophthalmitis
36003,Chronic endophthalmitis
36012,Panuveitis
36019,Other endophthalmitis
36040,"Degenerated globe or eye, unspecified"
36043,"Hemophthalmos, except current injury"
36100,"Retinal detachment with retinal defect, unspecified"
36101,"Recent retinal detachment, partial, with single defect"
36105,"Recent retinal detachment, total or subtotal"
36106,"Old retinal detachment, partial"
36107,"Old retinal detachment, total or subtotal"
3612,Serous retinal detachment
36189,Other forms of retinal detachment
3619,Unspecified retinal detachment
36201,Background diabetic retinopathy
36202,Proliferative diabetic retinopathy
36203,Nonproliferative diabetic retinopathy NOS
36204,Mild nonproliferative diabetic retinopathy
36205,Moderate nonproliferative diabetic retinopathy
36206,Severe nonproliferative diabetic retinopathy
36207,Diabetic macular edema
36210,"Background retinopathy, unspecified"
36211,Hypertensive retinopathy
36213,Changes in vascular appearance of retina
36217,Other intraretinal microvascular abnormalities
36221,Retrolental fibroplasia
36230,"Retinal vascular occlusion, unspecified"
36231,Central retinal artery occlusion
36232,Retinal arterial branch occlusion
36233,Partial retinal arterial occlusion
36234,Transient retinal arterial occlusion
36241,Central serous retinopathy
36250,"Macular degeneration (senile), unspecified"
36251,Nonexudative senile macular degeneration
36252,Exudative senile macular degeneration
36253,Cystoid macular degeneration
36274,Pigmentary retinal dystrophy
36275,Other dystrophies primarily involving the sensory retina
36281,Retinal hemorrhage
36283,Retinal edema
36284,Retinal ischemia
36289,Other retinal disorders
3629,Unspecified retinal disorder
36315,"Disseminated retinitis and retinochoroiditis, pigment epitheliopathy"
36320,"Chorioretinitis, unspecified"
36362,Expulsive choroidal hemorrhage
36372,Hemorrhagic choroidal detachment
36400,"Acute and subacute iridocyclitis, unspecified"
36403,"Secondary iridocyclitis, infectious"
3643,Unspecified iridocyclitis
36441,Hyphema of iris and ciliary body
36470,"Adhesions of iris, unspecified"
3649,Unspecified disorder of iris and ciliary body
36500,"Preglaucoma, unspecified"
36510,"Open-angle glaucoma, unspecified"
36511,Primary open angle glaucoma
36512,Low tension open-angle glaucoma
36520,"Primary angle-closure glaucoma, unspecified"
36522,Acute angle-closure glaucoma
36523,Chronic angle-closure glaucoma
36544,Glaucoma associated with systemic syndromes
36552,Pseudoexfoliation glaucoma
36563,Glaucoma associated with vascular disorders
36565,Glaucoma associated with ocular trauma
36570,"Glaucoma stage, unspecified"
36573,Severe stage glaucoma
36589,Other specified glaucoma
3659,Unspecified glaucoma
36616,Senile nuclear sclerosis
36641,Diabetic cataract
36646,Cataract associated with radiation and other physical influences
3668,Other cataract
3669,Unspecified cataract
3671,Myopia
3674,Presbyopia
36800,"Amblyopia, unspecified"
36801,Strabismic amblyopia
36811,Sudden visual loss
36812,Transient visual loss
36813,Visual discomfort
36815,Other visual distortions and entoptic phenomena
36816,Psychophysical visual disturbances
3682,Diplopia
36840,"Visual field defect, unspecified"
36841,Scotoma involving central area
36844,Other localized visual field defect
36846,Homonymous bilateral field defects
36847,Heteronymous bilateral field defects
36859,Other color vision deficiencies
3688,Other specified visual disturbances
3689,Unspecified visual disturbance
36900,"Profound impairment, both eyes, impairment level not further specified"
36901,Better eye: total vision impairment; lesser eye: total vision impairment
36910,"Moderate or severe impairment, better eye, impairment level not further specified"
3693,"Unqualified visual loss, both eyes"
3694,"Legal blindness, as defined in U.S.A."
36960,"Profound impairment, one eye, impairment level not further specified"
36970,"Moderate or severe impairment, one eye, impairment level not further specified"
3698,"Unqualified visual loss, one eye"
3699,Unspecified visual loss
37000,"Corneal ulcer, unspecified"
37005,Mycotic corneal ulcer
37024,Photokeratitis
37034,Exposure keratoconjunctivitis
3708,Other forms of keratitis
3709,Unspecified keratitis
37140,"Corneal degeneration, unspecified"
37143,Band-shaped keratopathy
37182,Corneal disorder due to contact lens
37189,Other corneal disorders
37200,"Acute conjunctivitis, unspecified"
37203,Other mucopurulent conjunctivitis
37210,"Chronic conjunctivitis, unspecified"
37214,Other chronic allergic conjunctivitis
37230,"Conjunctivitis, unspecified"
37239,Other conjunctivitis
37240,"Pterygium, unspecified"
37272,Conjunctival hemorrhage
37273,Conjunctival edema
37274,Vascular abnormalities of conjunctiva
37275,Conjunctival cysts
37289,Other disorders of conjunctiva
3729,Unspecified disorder of conjunctiva
37300,"Blepharitis, unspecified"
37311,Hordeolum externum
37312,Hordeolum internum
37313,Abscess of eyelid
3732,Chalazion
3739,Unspecified inflammation of eyelid
37410,"Ectropion, unspecified"
37420,"Lagophthalmos, unspecified"
37430,"Ptosis of eyelid, unspecified"
37431,Paralytic ptosis
37432,Myogenic ptosis
37443,Abnormal innervation syndrome of eyelid
37452,Hyperpigmentation of eyelid
37482,Edema of eyelid
37489,Other disorders of eyelid
3749,Unspecified disorder of eyelid
37500,"Dacryoadenitis, unspecified"
37501,Acute dacryoadenitis
37515,"Tear film insufficiency, unspecified"
37520,"Epiphora, unspecified as to cause"
37530,"Dacryocystitis, unspecified"
37555,"Obstruction of nasolacrimal duct, neonatal"
37556,"Stenosis of nasolacrimal duct, acquired"
3759,Unspecified disorder of lacrimal system
37601,Orbital cellulitis
37603,Orbital osteomyelitis
37611,Orbital granuloma
37612,Orbital myositis
37630,"Exophthalmos, unspecified"
37632,Orbital hemorrhage
37633,Orbital edema or congestion
37635,Pulsating exophthalmos
37652,Enophthalmos due to trauma or surgery
37689,Other orbital disorders
3769,Unspecified disorder of orbit
37700,"Papilledema, unspecified"
37701,Papilledema associated with increased intracranial pressure
37702,Papilledema associated with decreased ocular pressure
37710,"Optic atrophy, unspecified"
37716,Hereditary optic atrophy
37730,"Optic neuritis, unspecified"
37733,Nutritional optic neuropathy
37739,Other optic neuritis
37741,Ischemic optic neuropathy
37749,Other disorders of optic nerve
37751,Disorders of optic chiasm associated with pituitary neoplasms and disorders
37775,Cortical blindness
37800,"Esotropia, unspecified"
37810,"Exotropia, unspecified"
37820,"Intermittent heterotropia, unspecified"
37842,Exophoria
37850,"Paralytic strabismus, unspecified"
37851,"Third or oculomotor nerve palsy, partial"
37852,"Third or oculomotor nerve palsy, total"
37853,Fourth or trochlear nerve palsy
37854,Sixth or abducens nerve palsy
37855,External ophthalmoplegia
37871,Duane's syndrome
37881,Palsy of conjugate gaze
37882,Spasm of conjugate gaze
37886,Internuclear ophthalmoplegia
37887,Other dissociated deviation of eye movements
3789,Unspecified disorder of eye movements
37900,"Scleritis, unspecified"
37909,Other scleritis and episcleritis
37921,Vitreous degeneration
37922,Crystalline deposits in vitreous
37923,Vitreous hemorrhage
37924,Other vitreous opacities
37940,"Abnormal pupillary function, unspecified"
37941,Anisocoria
37942,"Miosis (persistent), not due to miotics"
37943,"Mydriasis (persistent), not due to mydriatics"
37950,"Nystagmus, unspecified"
37952,Latent nystagmus
37955,Dissociated nystagmus
37956,Other forms of nystagmus
3798,Other specified disorders of eye and adnexa
37990,"Disorder of eye, unspecified"
37991,Pain in or around eye
37992,Swelling or mass of eye
37993,Redness or discharge of eye
37999,Other ill-defined disorders of eye
38000,"Perichondritis of pinna, unspecified"
38003,Chondritis of pinna
38010,"Infective otitis externa, unspecified"
38014,Malignant otitis externa
38015,Chronic mycotic otitis externa
38021,Cholesteatoma of external ear
38022,Other acute otitis externa
38023,Other chronic otitis externa
38039,Other noninfectious disorders of pinna
3804,Impacted cerumen
38100,"Acute nonsuppurative otitis media, unspecified"
3814,"Nonsuppurative otitis media, not specified as acute or chronic"
38200,Acute suppurative otitis media without spontaneous rupture of eardrum
38201,Acute suppurative otitis media with spontaneous rupture of eardrum
3824,Unspecified suppurative otitis media
3829,Unspecified otitis media
38300,Acute mastoiditis without complications
